user_type,authenticated,effective_roles,effective_modules,feature_id,platform,platform_treatment,discover,view,create,edit,delete,archive,deactivate,import,export,submit,validate,approve,reject,assign,publish,report,administer
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.campaign-automations,web,available,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.campaign-automations,mobile,web-fallback,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.event-sources,web,available,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.event-sources,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.whatsapp-consent,web,available,concealed,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,concealed
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.whatsapp-consent,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.ux-options,web,available,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.ux-options,mobile,web-fallback,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.preferences,web,available,allowed,allowed,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,admin.preferences,mobile,web-fallback,allowed,allowed,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,tools.chatkit,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,tools.chatkit,mobile,web-fallback,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,tools.tidal-agent,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,tools.tidal-agent,mobile,web-fallback,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,tools.music-maker,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,tools.music-maker,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,tools.admin-token,web,available,concealed,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,concealed
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,tools.admin-token,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,help.manual,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,help.manual,mobile,native,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,help.docs,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,help.docs,mobile,native,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,help.about,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,help.about,mobile,native,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,help.security,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,help.security,mobile,native,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,help.feedback,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,help.feedback,mobile,native,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,navigation.quick-create,web,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,navigation.quick-create,mobile,native,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,navigation.explore,web,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,navigation.explore,mobile,native,allowed,allowed,not-supported,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,profile.self,web,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
webmaster,true,Webmaster|Fan|Customer,Admin|CRM|Packages,profile.self,mobile,native,allowed,allowed,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
